time_s,lap,dist_m,speed_kph,engine_rpm,gear,throttle_pct,brake,pos_x,pos_y
4.5,1,131.2,106.2,11719,6,100.0,0,188.39,102.42
4.55,1,132.68,106.2,11719,6,100.0,0,187.06,103.06
4.6,1,134.15,106.2,11719,6,100.0,0,185.72,103.68
4.65,1,135.63,106.2,11719,6,100.0,0,184.38,104.3
4.7,1,137.1,106.2,11719,6,100.0,0,183.04,104.91
4.75,1,138.58,106.2,11719,6,100.0,0,181.69,105.51
4.8,1,140.05,106.2,11719,6,100.0,0,180.34,106.1
4.85,1,141.53,106.2,11719,6,100.0,0,178.99,106.69
4.9,1,143.0,106.2,11719,6,100.0,0,177.63,107.27
4.95,1,144.48,106.2,11719,6,100.0,0,176.27,107.84
5.0,1,145.95,106.2,11719,6,100.0,0,174.91,108.4
5.05,1,147.43,106.2,11719,6,100.0,0,173.54,108.96
5.1,1,148.9,106.2,11719,6,100.0,0,172.18,109.51
5.15,1,150.38,106.2,11719,6,100.0,0,170.81,110.06
5.2,1,151.85,106.2,11719,6,100.0,0,169.43,110.6
5.25,1,153.33,106.2,11719,6,100.0,0,168.06,111.14
5.3,1,154.8,106.2,11719,6,100.0,0,166.68,111.67
5.35,1,156.28,106.2,11719,6,100.0,0,165.31,112.2
5.4,1,157.75,106.2,11719,6,100.0,0,163.93,112.72
5.45,1,159.23,106.2,11719,6,100.0,0,162.55,113.24
5.5,1,160.7,106.2,11719,6,100.0,0,161.17,113.76
5.55,1,162.18,106.2,11719,6,100.0,0,159.78,114.28
5.6,1,163.65,106.2,11719,6,100.0,0,158.4,114.79
5.65,1,165.13,106.2,11719,6,100.0,0,157.02,115.3
5.7,1,166.6,106.2,11719,6,100.0,0,155.63,115.81
5.75,1,168.08,106.2,11719,6,100.0,0,154.25,116.31
5.8,1,169.55,106.2,11719,6,100.0,0,152.86,116.82
5.85,1,171.03,106.2,11719,6,100.0,0,151.48,117.33
5.9,1,172.5,106.2,11719,6,100.0,0,150.09,117.83
5.95,1,173.98,106.2,11719,6,100.0,0,148.71,118.34
6.0,1,175.45,106.2,11719,6,100.0,0,147.32,118.85
6.05,1,176.93,106.2,11719,6,100.0,0,145.94,119.36
6.1,1,178.4,106.2,11719,6,100.0,0,144.56,119.87
6.15,1,179.88,106.2,11719,6,100.0,0,143.17,120.39
6.2,1,181.35,106.2,11719,6,100.0,0,141.79,120.91
6.25,1,182.83,106.2,11719,6,100.0,0,140.42,121.43
6.3,1,184.3,106.2,11719,6,100.0,0,139.04,121.96
6.35,1,185.78,106.2,11719,6,100.0,0,137.66,122.5
6.4,1,187.25,106.2,11719,6,100.0,0,136.29,123.04
6.45,1,188.73,106.2,11719,6,100.0,0,134.92,123.58
6.5,1,190.2,106.2,11719,6,100.0,0,133.55,124.14
6.55,1,191.68,106.2,11719,6,100.0,0,132.19,124.7
6.6,1,193.15,106.2,11719,6,100.0,0,130.83,125.27
6.65,1,194.63,106.2,11719,6,100.0,0,129.47,125.85
6.7,1,196.1,106.2,11719,6,100.0,0,128.12,126.43
6.75,1,197.58,106.2,11719,6,100.0,0,126.77,127.03
6.8,1,199.05,106.2,11719,6,100.0,0,125.43,127.64
6.85,1,200.53,106.2,11719,6,100.0,0,124.09,128.26
6.9,1,202.0,106.2,11719,6,100.0,0,122.76,128.9
6.95,1,203.48,106.2,11719,6,100.0,0,121.43,129.54
7.0,1,204.95,106.2,11719,6,100.0,0,120.11,130.2
7.05,1,206.43,106.2,11719,6,100.0,0,118.8,130.87
7.1,1,207.9,106.2,11719,6,100.0,0,117.49,131.56
7.15,1,209.38,106.2,11719,6,100.0,0,116.19,132.26
7.2,1,210.85,106.2,11719,6,100.0,0,114.9,132.97
7.25,1,212.33,106.2,11719,6,100.0,0,113.62,133.7
7.3,1,213.8,106.2,11719,6,100.0,0,112.35,134.44
7.35,1,215.28,106.2,11719,6,100.0,0,111.08,135.2
7.4,1,216.75,106.2,11719,6,100.0,0,109.82,135.97
7.45,1,218.23,106.2,11719,6,100.0,0,108.57,136.75
7.5,1,219.7,106.2,11719,6,100.0,0,107.33,137.55
7.55,1,221.18,106.2,11719,6,100.0,0,106.1,138.36
7.6,1,222.65,106.2,11719,6,100.0,0,104.88,139.19
7.65,1,224.13,106.2,11719,6,100.0,0,103.67,140.03
7.7,1,225.6,106.2,11719,6,100.0,0,102.46,140.88
7.75,1,227.08,106.2,11719,6,100.0,0,101.27,141.74
7.8,1,228.55,106.2,11719,6,100.0,0,100.08,142.62
7.85,1,230.03,106.2,11719,6,100.0,0,98.9,143.5
7.9,1,231.5,106.2,11719,6,100.0,0,97.73,144.4
7.95,1,232.98,106.2,11719,6,100.0,0,96.56,145.3
8.0,1,234.45,106.2,11719,6,100.0,0,95.41,146.22
8.05,1,235.93,106.2,11719,6,100.0,0,94.25,147.14
8.1,1,237.4,106.2,11719,6,100.0,0,93.11,148.07
8.15,1,238.88,106.2,11719,6,100.0,0,91.97,149.01
8.2,1,240.35,106.2,11719,6,100.0,0,90.84,149.95
8.25,1,241.83,106.2,11719,6,100.0,0,89.71,150.9
8.3,1,243.3,106.2,11719,6,100.0,0,88.58,151.85
8.35,1,244.78,106.2,11719,6,100.0,0,87.46,152.81
8.4,1,246.25,106.2,11719,6,100.0,0,86.34,153.77
8.45,1,247.73,106.2,11719,6,100.0,0,85.22,154.73
8.5,1,249.2,106.2,11719,6,100.0,0,84.11,155.7
8.55,1,250.68,106.2,11719,6,100.0,0,82.99,156.66
8.6,1,252.15,106.2,11719,6,100.0,0,81.88,157.63
8.65,1,253.63,106.2,11719,6,100.0,0,80.76,158.6
8.7,1,255.1,106.2,11719,6,100.0,0,79.65,159.56
8.75,1,256.58,106.2,11719,6,100.0,0,78.53,160.53
8.8,1,258.05,106.2,11719,6,100.0,0,77.42,161.49
8.85,1,259.53,106.2,11719,6,100.0,0,76.3,162.45
8.9,1,261.0,106.2,11719,6,100.0,0,75.17,163.41
8.95,1,262.48,106.2,11719,6,100.0,0,74.05,164.36
9.0,1,263.95,106.2,11719,6,100.0,0,72.92,165.31
9.05,1,265.43,106.2,11719,6,100.0,0,71.79,166.26
9.1,1,266.9,106.2,11719,6,100.0,0,70.65,167.2
9.15,1,268.38,106.2,11719,6,100.0,0,69.51,168.14
9.2,1,269.85,106.2,11719,6,100.0,0,68.37,169.07
9.25,1,271.33,106.2,11719,6,100.0,0,67.22,169.99
9.3,1,272.8,106.2,11719,6,100.0,0,66.06,170.9
9.35,1,274.28,106.2,11719,6,100.0,0,64.9,171.81
9.4,1,275.75,106.2,11719,6,100.0,0,63.73,172.71
9.45,1,277.23,106.2,11719,6,100.0,0,62.56,173.6
9.5,1,278.7,106.2,11719,6,100.0,0,61.37,174.49
9.55,1,280.18,106.2,11719,6,100.0,0,60.19,175.36
9.6,1,281.65,106.2,11719,6,100.0,0,58.99,176.23
9.65,1,283.13,106.2,11719,6,100.0,0,57.79,177.08
9.7,1,284.6,106.2,11719,6,100.0,0,56.58,177.92
9.75,1,286.08,106.2,11719,6,100.0,0,55.36,178.76
9.8,1,287.55,106.2,11719,6,100.0,0,54.14,179.58
9.85,1,289.03,106.2,11719,6,100.0,0,52.9,180.39
9.9,1,290.5,106.2,11719,6,100.0,0,51.66,181.18
9.95,1,291.98,106.2,11719,6,100.0,0,50.41,181.97
10.0,1,293.45,106.2,11719,6,100.0,0,49.16,182.74
10.05,1,294.93,106.2,11719,6,100.0,0,47.89,183.5
10.1,1,296.4,106.2,11719,6,100.0,0,46.62,184.25
10.15,1,297.88,106.2,11719,6,100.0,0,45.34,184.98
10.2,1,299.35,106.2,11719,6,100.0,0,44.05,185.7
10.25,1,300.83,106.2,11719,6,100.0,0,42.75,186.4
10.3,1,302.3,106.2,11719,6,100.0,0,41.45,187.09
10.35,1,303.78,106.2,11719,6,100.0,0,40.14,187.76
10.4,1,305.25,106.2,11719,6,100.0,0,38.82,188.42
10.45,1,306.73,106.2,11719,6,100.0,0,37.49,189.06
10.5,1,308.2,106.2,11719,6,100.0,0,36.15,189.68
10.55,1,309.68,106.2,11719,6,100.0,0,34.81,190.29
10.6,1,311.15,106.2,11719,6,100.0,0,33.46,190.88
10.65,1,312.63,106.2,11719,6,100.0,0,32.1,191.46
10.7,1,314.1,106.2,11719,6,100.0,0,30.73,192.01
10.75,1,315.58,106.2,11719,6,100.0,0,29.36,192.55
10.8,1,317.05,106.2,11719,6,100.0,0,27.98,193.08
10.85,1,318.53,106.2,11719,6,100.0,0,26.59,193.58
10.9,1,320.0,106.2,11719,6,100.0,0,25.2,194.07
10.95,1,321.48,106.2,11719,6,100.0,0,23.8,194.53
11.0,1,322.95,106.2,11719,6,100.0,0,22.4,194.98
11.05,1,324.43,106.2,11719,6,100.0,0,20.99,195.41
11.1,1,325.9,106.2,11719,6,100.0,0,19.57,195.82
11.15,1,327.38,106.2,11719,6,100.0,0,18.15,196.22
11.2,1,328.85,106.2,11719,6,100.0,0,16.72,196.59
11.25,1,330.33,106.2,11719,6,100.0,0,15.29,196.94
11.3,1,331.8,106.2,11719,6,100.0,0,13.85,197.28
11.35,1,333.28,106.2,11719,6,100.0,0,12.41,197.59
11.4,1,334.75,106.2,11719,6,100.0,0,10.97,197.89
11.45,1,336.23,106.2,11719,6,100.0,0,9.52,198.16
11.5,1,337.7,106.2,11719,6,100.0,0,8.06,198.42
11.55,1,339.18,106.2,11719,6,100.0,0,6.61,198.65
11.6,1,340.65,106.2,11719,6,100.0,0,5.15,198.87
11.65,1,342.13,106.2,11719,6,100.0,0,3.69,199.07
11.7,1,343.6,106.2,11719,6,100.0,0,2.22,199.24
11.75,1,345.08,106.2,11719,6,100.0,0,0.76,199.4
11.8,1,346.55,106.2,11719,6,100.0,0,-0.71,199.53
11.85,1,348.03,106.2,11719,6,100.0,0,-2.18,199.65
11.9,1,349.5,106.2,11719,6,100.0,0,-3.65,199.74
11.95,1,350.98,106.2,11719,6,100.0,0,-5.13,199.82
12.0,1,352.45,106.2,11719,6,100.0,0,-6.6,199.88
12.05,1,353.93,106.2,11719,6,100.0,0,-8.08,199.91
12.1,1,355.4,106.2,11719,6,100.0,0,-9.55,199.93
12.15,1,356.88,106.2,11719,6,100.0,0,-11.03,199.93
12.2,1,358.35,106.2,11719,6,100.0,0,-12.5,199.9
12.25,1,359.83,106.2,11719,6,100.0,0,-13.98,199.86
12.3,1,361.3,106.2,11719,6,100.0,0,-15.45,199.8
12.35,1,362.78,106.2,11719,6,100.0,0,-16.92,199.71
12.4,1,364.25,106.2,11719,6,100.0,0,-18.39,199.61
12.45,1,365.73,106.2,11719,6,100.0,0,-19.86,199.49
12.5,1,367.2,106.2,11719,6,100.0,0,-21.33,199.35
12.55,1,368.68,106.2,11719,6,100.0,0,-22.8,199.19
12.6,1,370.15,106.2,11719,6,100.0,0,-24.26,199.02
12.65,1,371.63,106.2,11719,6,100.0,0,-25.72,198.82
12.7,1,373.1,106.2,11719,6,100.0,0,-27.18,198.61
12.75,1,374.58,106.2,11719,6,100.0,0,-28.64,198.37
12.8,1,376.05,106.2,11719,6,100.0,0,-30.09,198.12
12.85,1,377.53,106.2,11719,6,100.0,0,-31.54,197.85
12.9,1,379.0,106.2,11719,6,100.0,0,-32.99,197.56
12.95,1,380.48,106.2,11719,6,100.0,0,-34.43,197.25
13.0,1,381.95,106.2,11719,6,100.0,0,-35.87,196.93
13.05,1,383.43,106.2,11719,6,100.0,0,-37.3,196.58
13.1,1,384.9,106.2,11719,6,100.0,0,-38.73,196.22
13.15,1,386.38,106.2,11719,6,100.0,0,-40.16,195.84
13.2,1,387.85,106.2,11719,6,100.0,0,-41.58,195.45
13.25,1,389.33,106.2,11719,6,100.0,0,-43.0,195.03
13.3,1,390.8,106.2,11719,6,100.0,0,-44.41,194.6
13.35,1,392.28,106.2,11719,6,100.0,0,-45.81,194.16
13.4,1,393.75,106.2,11719,6,100.0,0,-47.21,193.69
13.45,1,395.23,106.2,11719,6,100.0,0,-48.61,193.21
13.5,1,396.7,106.2,11719,6,100.0,0,-50.0,192.71
13.55,1,398.18,106.2,11719,6,100.0,0,-51.38,192.2
13.6,1,399.65,106.2,11719,6,100.0,0,-52.75,191.66
13.65,1,401.13,106.2,11719,6,100.0,0,-54.12,191.12
13.7,1,402.6,106.2,11719,6,100.0,0,-55.49,190.55
13.75,1,404.08,106.2,11719,6,100.0,0,-56.84,189.97
13.8,1,405.55,106.2,11719,6,100.0,0,-58.19,189.38
13.85,1,407.03,106.2,11719,6,100.0,0,-59.53,188.76
13.9,1,408.5,106.2,11719,6,100.0,0,-60.87,188.13
13.95,1,409.98,106.2,11719,6,100.0,0,-62.19,187.49
14.0,1,411.45,106.2,11719,6,100.0,0,-63.51,186.83
14.05,1,412.93,106.2,11719,6,100.0,0,-64.82,186.16
14.1,1,414.4,106.2,11719,6,100.0,0,-66.13,185.47
14.15,1,415.88,106.2,11719,6,100.0,0,-67.42,184.76
14.2,1,417.35,106.2,11719,6,100.0,0,-68.71,184.04
14.25,1,418.83,106.2,11719,6,100.0,0,-69.99,183.3
14.3,1,420.3,106.2,11719,6,100.0,0,-71.26,182.55
14.35,1,421.78,106.2,11719,6,100.0,0,-72.52,181.78
14.4,1,423.25,106.2,11719,6,100.0,0,-73.77,181.0
14.45,1,424.73,106.2,11719,6,100.0,0,-75.01,180.21
14.5,1,426.2,106.2,11719,6,100.0,0,-76.24,179.4
14.55,1,427.68,106.2,11719,6,100.0,0,-77.46,178.57
14.6,1,429.15,106.2,11719,6,100.0,0,-78.68,177.73
14.65,1,430.63,106.2,11719,6,100.0,0,-79.88,176.88
14.7,1,432.1,106.2,11719,6,100.0,0,-81.07,176.01
14.75,1,433.58,106.2,11719,6,100.0,0,-82.25,175.12
14.8,1,435.05,106.2,11719,6,100.0,0,-83.42,174.23
14.85,1,436.53,106.2,11719,6,100.0,0,-84.58,173.32
14.9,1,438.0,106.2,11719,6,100.0,0,-85.73,172.39
14.95,1,439.48,106.2,11719,6,100.0,0,-86.87,171.45
15.0,1,440.95,106.2,11719,6,100.0,0,-88.0,170.5
15.05,1,442.43,106.2,11719,6,100.0,0,-89.11,169.53
15.1,1,443.9,106.2,11719,6,100.0,0,-90.21,168.55
15.15,1,445.38,106.2,11719,6,100.0,0,-91.3,167.56
15.2,1,446.85,106.2,11719,6,100.0,0,-92.38,166.55
15.25,1,448.33,106.2,11719,6,100.0,0,-93.45,165.53
15.3,1,449.8,106.2,11719,6,100.0,0,-94.5,164.5
15.35,1,451.28,106.2,11719,6,100.0,0,-95.54,163.46
15.4,1,452.75,106.2,11719,6,100.0,0,-96.57,162.4
15.45,1,454.23,106.2,11719,6,100.0,0,-97.58,161.33
15.5,1,455.7,106.2,11719,6,100.0,0,-98.58,160.24
15.55,1,457.18,106.2,11719,6,100.0,0,-99.57,159.14
15.6,1,458.65,106.2,11719,6,100.0,0,-100.54,158.04
15.65,1,460.13,106.2,11719,6,100.0,0,-101.5,156.92
15.7,1,461.6,106.2,11719,6,100.0,0,-102.44,155.78
15.75,1,463.08,106.2,11719,6,100.0,0,-103.37,154.64
15.8,1,464.55,106.2,11719,6,100.0,0,-104.29,153.48
15.85,1,466.03,106.2,11719,6,100.0,0,-105.19,152.31
15.9,1,467.5,106.2,11719,6,100.0,0,-106.08,151.13
15.95,1,468.98,106.2,11719,6,100.0,0,-106.95,149.94
16.0,1,470.45,106.2,11719,6,100.0,0,-107.8,148.74
16.05,1,471.93,106.2,11719,6,100.0,0,-108.64,147.53
16.1,1,473.4,106.2,11719,6,100.0,0,-109.47,146.31
16.15,1,474.88,106.2,11719,6,100.0,0,-110.28,145.07
16.2,1,476.35,106.2,11719,6,100.0,0,-111.07,143.83
16.25,1,477.83,106.2,11719,6,100.0,0,-111.85,142.58
16.3,1,479.3,106.2,11719,6,100.0,0,-112.61,141.31
16.35,1,480.78,106.2,11719,6,100.0,0,-113.35,140.04
16.4,1,482.25,106.2,11719,6,100.0,0,-114.08,138.76
16.45,1,483.73,106.2,11719,6,100.0,0,-114.8,137.47
16.5,1,485.2,106.2,11719,6,100.0,0,-115.49,136.17
16.55,1,486.68,106.2,11719,6,100.0,0,-116.17,134.86
16.6,1,488.15,106.2,11719,6,100.0,0,-116.84,133.54
16.65,1,489.63,106.2,11719,6,100.0,0,-117.48,132.22
16.7,1,491.1,106.2,11719,6,100.0,0,-118.12,130.88
16.75,1,492.58,106.2,11719,6,100.0,0,-118.73,129.54
16.8,1,494.05,106.2,11719,6,100.0,0,-119.33,128.19
16.85,1,495.53,106.2,11719,6,100.0,0,-119.91,126.84
16.9,1,497.0,106.2,11719,6,100.0,0,-120.47,125.48
16.95,1,498.48,106.2,11719,6,100.0,0,-121.02,124.11
17.0,1,499.95,106.2,11719,6,100.0,0,-121.56,122.73
17.05,1,501.43,106.2,11719,6,100.0,0,-122.07,121.35
17.1,1,502.9,106.2,11719,6,100.0,0,-122.57,119.96
17.15,1,504.38,106.2,11719,6,100.0,0,-123.05,118.57
17.2,1,505.85,106.2,11719,6,100.0,0,-123.52,117.17
17.25,1,507.33,106.2,11719,6,100.0,0,-123.97,115.76
17.3,1,508.8,106.2,11719,6,100.0,0,-124.41,114.36
17.35,1,510.28,106.2,11719,6,100.0,0,-124.83,112.94
17.4,1,511.75,106.2,11719,6,100.0,0,-125.24,111.52
17.45,1,513.23,106.2,11719,6,100.0,0,-125.63,110.1
17.5,1,514.7,106.2,11719,6,100.0,0,-126.0,108.67
17.55,1,516.18,106.2,11719,6,100.0,0,-126.36,107.24
17.6,1,517.65,106.2,11719,6,100.0,0,-126.71,105.81
17.65,1,519.13,106.2,11719,6,100.0,0,-127.04,104.37
17.7,1,520.6,106.2,11719,6,100.0,0,-127.36,102.93
17.75,1,522.08,106.2,11719,6,100.0,0,-127.66,101.49
17.8,1,523.55,106.2,11719,6,100.0,0,-127.95,100.04
17.85,1,525.03,106.2,11719,6,100.0,0,-128.23,98.6
17.9,1,526.5,106.2,11719,6,100.0,0,-128.5,97.14
17.95,1,527.98,106.2,11719,6,100.0,0,-128.75,95.69
18.0,1,529.45,106.2,11719,6,100.0,0,-128.99,94.24
18.05,1,530.93,106.2,11719,6,100.0,0,-129.22,92.78
18.1,1,532.4,106.2,11719,6,100.0,0,-129.44,91.32
18.15,1,533.88,106.2,11719,6,100.0,0,-129.65,89.86
18.2,1,535.35,106.2,11719,6,100.0,0,-129.85,88.4
18.25,1,536.83,106.2,11719,6,100.0,0,-130.04,86.94
18.3,1,538.3,106.2,11719,6,100.0,0,-130.22,85.47
18.35,1,539.78,106.2,11719,6,100.0,0,-130.39,84.01
18.4,1,541.25,106.2,11719,6,100.0,0,-130.55,82.54
18.45,1,542.73,106.2,11719,6,100.0,0,-130.71,81.07
18.5,1,544.2,106.2,11719,6,100.0,0,-130.86,79.61
18.55,1,545.68,106.2,11719,6,100.0,0,-131.01,78.14
18.6,1,547.15,106.2,11719,6,100.0,0,-131.15,76.67
18.65,1,548.63,106.2,11719,6,100.0,0,-131.29,75.2
18.7,1,550.1,106.2,11719,6,100.0,0,-131.42,73.73
18.75,1,551.58,106.2,11719,6,100.0,0,-131.56,72.27
18.8,1,553.05,106.2,11719,6,100.0,0,-131.69,70.8
18.85,1,554.53,106.2,11719,6,100.0,0,-131.82,69.33
18.9,1,556.0,106.2,11719,6,100.0,0,-131.95,67.86
18.95,1,557.48,106.2,11719,6,100.0,0,-132.09,66.39
19.0,1,558.95,106.2,11719,6,100.0,0,-132.23,64.92
19.05,1,560.43,106.2,11719,6,100.0,0,-132.37,63.45
19.1,1,561.9,106.2,11719,6,100.0,0,-132.52,61.99
19.15,1,563.38,106.2,11719,6,100.0,0,-132.68,60.52
19.2,1,564.85,106.2,11719,6,100.0,0,-132.84,59.05
19.25,1,566.33,106.2,11719,6,100.0,0,-133.02,57.59
19.3,1,567.8,106.2,11719,6,100.0,0,-133.2,56.13
19.35,1,569.28,106.2,11719,6,100.0,0,-133.4,54.66
19.4,1,570.75,106.2,11719,6,100.0,0,-133.61,53.2
19.45,1,572.23,106.2,11719,6,100.0,0,-133.84,51.75
19.5,1,573.7,106.2,11719,6,100.0,0,-134.09,50.29
19.55,1,575.18,106.2,11719,6,100.0,0,-134.35,48.84
19.6,1,576.65,106.2,11719,6,100.0,0,-134.64,47.39
19.65,1,578.13,106.2,11719,6,100.0,0,-134.94,45.95
19.7,1,579.6,106.2,11719,6,100.0,0,-135.27,44.51
19.75,1,581.08,106.2,11719,6,100.0,0,-135.62,43.08
19.8,1,582.55,106.2,11719,6,100.0,0,-135.99,41.65
19.85,1,584.03,106.2,11719,6,100.0,0,-136.39,40.23
19.9,1,585.5,106.2,11719,6,100.0,0,-136.81,38.82
19.95,1,586.98,106.2,11719,6,100.0,0,-137.26,37.41
20.0,1,588.45,106.2,11719,6,100.0,0,-137.73,36.02
20.05,1,589.93,106.2,11719,6,100.0,0,-138.23,34.63
20.1,1,591.4,106.2,11719,6,100.0,0,-138.76,33.25
20.15,1,592.88,106.2,11719,6,100.0,0,-139.3,31.88
20.2,1,594.35,106.2,11719,6,100.0,0,-139.87,30.52
20.25,1,595.83,106.2,11719,6,100.0,0,-140.47,29.17
20.3,1,597.3,106.2,11719,6,100.0,0,-141.08,27.83
20.35,1,598.78,106.2,11719,6,100.0,0,-141.71,26.5
20.4,1,600.25,106.2,11719,6,100.0,0,-142.37,25.18
20.45,1,601.73,106.2,11719,6,100.0,0,-143.04,23.86
20.5,1,603.2,106.2,11719,6,100.0,0,-143.73,22.56
20.55,1,604.68,106.2,11719,6,100.0,0,-144.43,21.26
20.6,1,606.15,106.2,11719,6,100.0,0,-145.15,19.97
20.65,1,607.63,106.2,11719,6,100.0,0,-145.88,18.69
20.7,1,609.1,106.2,11719,6,100.0,0,-146.62,17.42
